ID,Word,Meaning,Mastery,Rank
3345,distraught,ろうばいした、気もそぞろの,D,4
3346,plenary,全員出席の、完全な、絶対的な,D,4
3347,rampant,蔓延した、激しい、乱暴な,D,4
3348,venomous snake,毒ヘビ,D,4
3349,spew,（煙などを）吐き出す,D,4
3350,cram,詰め込む,D,4
3351,rebate,（支払い金の一部の）払い戻し、リベート,D,4
3352,abyss,深海、底なしの深み、深淵、（心の）奥底,D,4
3353,hominid,ヒト科の動物、ヒト科の,D,4
3354,deviate,外れる、それる,D,4
3355,retaliation,仕返し、報復,D,4
3356,creed,（宗教上の）信条、主義、綱領,D,4
3357,luster,光沢、つや,D,4
3358,asthma,ぜんそく,D,4
3359,disinfectant,消毒剤,D,4
3360,nuance,（意味や感情などの）微妙な差異、ニュアンス,D,4
3361,feint,ふりをすること、フェイント,D,4
3362,bleak,荒涼とした、寂しい、寒々とした、吹きさらしの,D,4
3363,repercussion,反響、影響、反射,D,4
3364,inanimate,生命のない、活気のない,D,4
3365,subdue,制圧する、抑制する、和らげる,D,4
3366,demolish,（理論・議論などを）くつがえす、取り壊す,D,4
3367,cupidity,どん欲、強欲,D,4
3368,franchise,（通例 the〜）参政権、選挙権、独占販売権、フランチャイズ制,D,4
3369,humus,腐植土,D,4
3370,synchronous,同時の,D,4
3371,extrude,押し出す、（型から押し出して）成形する,D,4
3372,euphemism,婉曲な表現,D,4
3373,compound eye,（昆虫の）複眼,D,4
3374,comatose,昏睡状態の、無気力な,D,4
3375,maniacal,熱狂的な,D,4
3376,consonance,調和、協和音、一致,D,4
3377,forte,得意なこと、おはこ,D,4
3378,depreciate,価値を下げる、見くびる,D,4
3379,allegory,寓話、例え話,D,4
3380,mannerism,マンネリズム（文体・方法などが型にはまること）,D,4
3381,vane,風向計,D,4
3382,infantile,幼児らしい、子どもじみた,D,4
3383,repeal,（法的に）無効にする、無効、破棄、廃止,D,4
3384,trepidation,恐怖、不安,D,4
3385,corrugated,波形の付いた、ひだの付いた,D,4
3386,fraternal society,（大学などの）友愛組合,D,4
3387,fresco,フレスコ画法、フレスコ壁画,D,4
3388,avert,（視線・考えなどを）そらす、そむける、よける,D,4
3389,default,不履行、怠慢、（義務を）怠る,D,4
3390,succulent,（サボテンなどの）多肉植物,D,4
3391,parity,同等、均等、等価、平価,D,4
3392,bequeath,遺贈する,D,4
3393,anachronism,時代錯誤,D,4
3394,roster,名簿,D,4
3395,sensuous,感性に訴える、敏感な,D,4
3396,affable,気軽に話せる、愛想のよい,D,4
3397,transgression,違反、犯罪,D,4
3398,squander,浪費する,D,4
3399,stumble,つまずく、よろめく、口ごもる、つまずくこと、間違い,D,4
3400,pyrite,黄鉄鉱,D,4
3401,viral,ウイルス性の,D,4
3402,inkling,うすうす感づくこと、ほのめかし,D,4
3403,agglomeration,固まりになること、塊,D,4
3404,conditioning,条件付け,D,4
3405,infuse,（希望などで）満たす、（思想などを）染み込ませる,D,4
3406,Occident,（the 〜）西洋,D,4
3407,gainsay,（人の意見などを）否定する,D,4
3408,amorphous,無定形の、あいまいな、非結晶質の,D,4
3409,scribble,（ぞんざいに）走り書きをする,D,4
3410,disinclination,嫌気,D,4
3411,repository,倉庫、貯蔵所,D,4
3412,grimace,しかめっ面、しかめっ面をする,D,4
3413,circumscribe,制限する、（図形を）外接させる,D,4
3414,rail,非難する、ののしる、悪態をつく、さくで仕切る、横木、レール,D,4
3415,dichotomy,二分すること,D,4
3416,meditation,瞑想、熟慮,D,4
3417,influx,流入、河口,D,4
3418,arbiter,（紛争などの）調停者、仲裁人,D,4
3419,incarnation,化身、権化、具体化,D,4
3420,garble,誤って伝える、（事実などを）曲げる,D,4
3421,engender,生じる、発生させる,D,4
3422,stud,種馬,D,4
3423,devious,遠回りの、曲がりくねった,D,4
3424,crescendo,次第に増すこと、クレッシェンド（の楽節）、次第に強まる、クレッシェンドで［の］,D,4
3425,forsake,（悪習などを）やめる、放棄する、見捨てる,D,4
3426,diagonal,対角線,D,4
3427,depot,停車場、貯蔵所,D,4
3428,exacting,厳格な、厳しい、（仕事などが）骨の折れる、つらい,D,4
3429,causal,原因となる、原因の,D,4
3430,phonetics,音声学、発声学,D,4
3431,meek,柔和な、おとなしい,D,4
3432,mixed breed,雑種,D,4
3433,summon,召喚する、要求する、呼び出し、召喚（状）,D,4
3434,assorted,さまざまな、類別した、詰め合わせた,D,4
3435,mediocre,並の、二流の、良くも悪くもない,D,4
3436,bourgeois,中［有］産階級の人、ブルジョア、中産階級の、資本主義の,D,4
3437,salutary,ためになる、有益な、健康によい,D,4
3438,hue,色、色合い,D,4
3439,indolent,怠惰な,D,4
3440,reactionary,反動主義者、保守主義者、反動的な,D,4
3441,muddle,混乱させる、ごたまぜにする、もたもたする,D,4
3442,obelisk,オベリスク（古代エジプトの記念碑）,D,4
3443,protozoa,原生動物,D,4
3444,complicity,共謀、共犯,D,4
3445,astute,機敏な、抜け目のない,D,4
3446,polygon,多角形,D,4
3447,delineate,（輪郭を）描く、図で表す,D,4
3448,concoct,調合［調理］する、でっち上げる、陰謀などをたくらむ,D,4
3449,override,（決定などを）くつがえす、（命令や権利などを）無視する、受けつけない,D,4
3450,ephemeral,つかの間の、1日限りの,D,4
3451,lethargic,眠気を誘う、眠い,D,4
3452,gastronomy,美食法、食道楽,D,4
3453,ruin,遺跡、廃墟、荒廃、破壊、台無しにする、破壊する,D,4
3454,patronize,ひいきにする、保護する、後援、保護,D,4
3455,manifold,多数の、多面的な,D,4
3456,disparity,不均衡、相違,D,4
3457,tendon,腱,D,4
3458,brevity,短さ、簡潔さ,D,4
3459,interdict,差し止める、禁止する、禁止、禁令,D,4
3460,irrepressible,こらえ切れない、制止できない,D,4
3461,obsession,（妄想などに）取りつかれること,D,4
3462,defoliation,落葉、枯葉作戦,D,4
3463,myopic,近視眼的な、近視の,D,4
3464,infirmity,虚弱、病弱、柔弱,D,4
3465,caliber,（人の）力量、（銃砲や管の）口径、（弾丸の）直径,D,4
3466,bisect,二等分する,D,4
3467,confiscate,没収する、押収する、差し押さえる,D,4
3468,temporize,決定を遅らせる、あいまいな態度をとる、妥協する,D,4
3469,ornate,装飾された、飾り立てた,D,4
3470,subliminal,潜在意識の,D,4
3471,instrumental,助けになって、（〜の）手段になって,D,4
3472,axis,軸,D,4
3473,exuberance,豊富、繁茂,D,4
3474,freak,気まぐれ、ファン,D,4
3475,evoke,（記憶や感情などを）呼び起こす、引き起こす,D,4
3476,exemplary,模範的な、立派な、典型となる,D,4
3477,cubicle,（研究用などの）小個室、仕切った場所,D,4
3478,recessive gene,劣性遺伝子,D,4
3479,precarious,不安定な、危険な,D,4
3480,breathtaking,あっと言わせるような、はらはらするような,D,4
3481,throng,群集、集合、群がる,D,4
3482,belie,（感情などを）隠す、正しく伝えない,D,4
3483,cache,隠し場所、貯蔵所、隠しておいた物、隠す、貯蔵する,D,4
3484,arbitrate,仲裁する、調停する,D,4
3485,immobility,不動、静止,D,4
3486,dispassionate,冷静な,D,4
3487,dwindle,だんだん衰える、小さくなる,D,4
3488,astrology,占星術,D,4
3489,straddle,（馬などに）またがる、両足を広げる,D,4
3490,fallible,間違いを犯すことのある、誤りやすい,D,4
3491,ascetic,禁欲的な、苦行の、苦行僧,D,4
3492,grievance,不平、苦情、不満の種,D,4
3493,aver,断言する、明言する,D,4
3494,artifice,策略、たくらみ、巧みな手段、器用さ、巧妙さ,D,4
3495,courier,急使、運搬人、特使、添乗員,D,4
3496,drudgery,退屈なつらい仕事、骨折り仕事、雑役,D,4
3497,manor,荘園（制度）,D,4
3498,fluffy,毛羽立った、ふわふわした,D,4
3499,vicarious,（他人の経験を通して）自分のことのように感じられる、代理の,D,4
3500,eerie,不気味な、気味の悪い,D,4
3501,mercurial,変わりやすい、移り気の,D,4
3502,stringent,厳格な、厳しい,D,4
3503,condescend,恩着せがましい態度をとる、へりくだる,D,4
3504,inarticulate,はっきりしない、（発音が）不明瞭な,D,4
3505,traverse,渡る、横切る、詳しく考察する、横断,D,4
3506,compassion,哀れみ,D,4
3507,terse,簡潔な,D,4
3508,nuke,核兵器、核攻撃する,D,4
3509,rite,儀式、典礼,D,4
3510,indisputable,明白な、確実な、議論の余地のない,D,4
3511,connotation,言外の意味、含意,D,4
3512,breach,（法・約束などの）違反、不履行,D,4
3513,hireling,雇われ人、働く人,D,4
3514,multilingual,多数の言語を話す、多数の言語を話せる人,D,4
3515,rejuvenate,活性化させる、元気を回復させる、（人を）若返らせる、若返る,D,4
3516,harrow,開墾する、悩ます,D,4
3517,prune,（木の枝などを）刈り込む、（毛並みなどを）整える,D,4
3518,congenital,（病気などが）先天的な、生まれつきの,D,4
3519,magnify,拡大する,D,4
3520,protrude,突き出る、突き出す,D,4
3521,coincidental,（偶然に）一致して、同時発生の,D,4
3522,adherent,味方、支持者,D,4
3523,slick,滑りやすい、しゃれた,D,4
3524,vehement,激しい、強烈な,D,4
3525,effervescent,活気に満ちた、興奮した,D,4
3526,deluge,大洪水、氾濫、（通例受身形で）（人・場所に）殺到する,D,4
3527,remediable,修復できる、治療できる,D,4
3528,derivative,派生的な、創造性のない,D,4
3529,hoof,（ウマなどの）ひづめ,D,4
3530,renege,（約束などを）破る、背く,D,4
3531,erudite,博学な,D,4
3532,emaciated,やせ衰える、やつれる,D,4
3533,soggy,ふやけた、ずぶ濡れの,D,4
3534,insidious,陰険な、（病気などが）潜行性の,D,4
3535,frontal lobe,（脳の）前頭葉,D,4
3536,nucleotide,（DNAやRNAを構成する単位の）ヌクレオチド,D,4
3537,stamina,根気、スタミナ,D,4
3538,imperturbable,冷静な、動じない,D,4
3539,assiduous,精を出す、勤勉な、根気のある,D,4
3540,perceptive,洞察力の鋭い、知覚力のある,D,4
3541,enervate,衰える、力を弱める、気力を奪う,D,4
3542,windfall,たなぼた、意外な授かりもの,D,4
3543,benefactor,恩人、（慈善事業などの）後援者,D,4
3544,resurgent,よみがえる、生き返る、再起［復活］した,D,4
3545,translucent,（光を通す）半透明の,D,4
3546,ventilate,換気を行う,D,4
3547,subduct,（プレートが他のプレートの）下に潜り込む、のぞく、除去する,D,4
3548,frenzied,熱狂した、非常に興奮した,D,4
3549,chamber,（生物体内の）小室、房、（the 〜）（立法機関などの）議院、会議所,D,4
3550,mold,かび、腐植土、鋳型、型にはめて成形する,D,4
3551,ventral fin,腹ビレ,D,4
3552,antibiotic,（通例 〜s）抗生物質、抗生物質の,D,4
3553,keynote,主音、要旨、強調する,D,4
3554,reimburse,払い戻す、返済する、弁償する,D,4
3555,perturb,不安にする、心配させる、混乱させる,D,4
3556,disseminate,普及させる、まき散らす,D,4
3557,recipient,受取人,D,4
3558,hew,切る、切り倒す,D,4
3559,taxonomy,生物分類学,D,4
3560,introspective,内省的な、内省の,D,4
3561,reverent,敬虔な、うやうやしい,D,4
3562,generality,概論、一般論、(the〜)大多数、普遍性,D,4
3563,gregarious,群生する、社交的な,D,4
3564,clandestine,秘密の、内密の、陰での,D,4
3565,inborn,生まれつきの、生来の,D,4
3566,imperative,必須の、強制的な、命令的な、避けられない,D,4
3567,wizardry,魔法、魔術,D,4
3568,twitter,(鳥の)さえずり、おしゃべり、(小鳥が)さえずる,D,4
3569,sublime,荘厳な、最高の、崇高な,D,4
3570,repulse,撃退する、はねつける、撃退、拒絶,D,4
3571,pastoral,牧歌的な、羊飼いの,D,4
3572,summation,合計、要約,D,4
3573,taste bud,(舌の上にある味覚器官)味蕾,D,4
3574,deterrent,妨害物、戦争抑止力、思いとどまらせる、防ぐ,D,4
3575,festive,祭り気分の、祭りの、祝いの,D,4
3576,goodwill,好意、営業権,D,4
3577,ulcer,潰瘍,D,4
3578,lax,だらしない、厳しくない,D,4
3579,desolate,荒れ果てた、孤独な、寂しい、荒廃させる,D,4
3580,discordant,調和しない,D,4
3581,abstruse,難解な、難しい,D,4
3582,crop rotation,輪作,D,4
3583,compact,契約、盟約、小型の,D,4
3584,furnace,（溶鉱）炉,D,4
3585,aspiration,熱望、向上心,D,4
3586,inadvertent,軽率な、不注意な、故意でない,D,4
3587,whimsical,風変わりな、移り気な、気まぐれな,D,4
3588,nauseate,吐き気を催させる［催す］,D,4
3589,ancillary,副次的な,D,4
3590,adept,熟達した,D,4
3591,stupefy,仰天させる、ぼう然とさせる,D,4
3592,acrimonious,激しい、きつい、辛らつな,D,4
3593,arrear,（通例 〜s）遅れ、滞納金、延滞金,D,4
3594,tycoon,大君、将軍、大物,D,4
3595,bailout,緊急（経済）援助、落下傘降下,D,4
3596,array,整列させる、配置する、正装させる、ずらりと並んだもの、勢ぞろい,D,4
3597,distress,悩み、苦痛、疲労、貧困、苦しめる,D,4
3598,deduce,推測する、（真理などを）演繹する,D,4
3599,unwieldy,扱いにくい、厄介な,D,4
3600,outermost,最も外側の,D,4
3601,antecedent,先行する、先行詞、先行する事情,D,4
3602,commensurate,釣り合いのとれた、見合った、同じ大きさの、同程度の,D,4
3603,orifice,開口部、口、穴,D,4
3604,mislead,誤って導く、迷わせる、欺く,D,4
3605,publicity,宣伝、広告、周知（の状態）,D,4
3606,affix,貼る、添付する,D,4
3607,luxuriant,繁茂している、肥沃な,D,4
3608,dint,くぼみ、へこみ、打ち跡、（たたいて）へこませる,D,4
3609,indebted,恩義がある、負債がある,D,4
3610,raze,（町・建物などを）完全に破壊する,D,4
3611,corroborate,裏付ける、強固なものにする,D,4
3612,dispel,（心配などを）晴らす、（霧などを）追い払う,D,4
3613,ennui,倦怠感、アンニュイ,D,4
3614,smolder,（薪などが）くすぶる,D,4
3615,polity,政治形態、統治組織,D,4
3616,blandishment,（しばしば 〜s）お世辞、甘言,D,4
3617,atone,（罪などの）償いをする、罪をあがなう,D,4
3618,chiefdom,首長制（国家）,D,4
3619,mock,あざける、ばかにする,D,4
3620,brainstorming,ブレーンストーミング（学習や会議のときに各自が自由にアイデアを出し合う方法）,D,4
3621,inverse,逆の、反対の、逆のもの、正反対,D,4
3622,reprehensible,非難されるべき、叱責に値する,D,4
3623,prodigious,素晴らしい、感嘆すべき、巨大な,D,4
3624,crevice,（岩などの）割れ目,D,4
3625,impeach,告発［非難］する、問いただす,D,4
3626,duplicity,二枚舌、不誠実,D,4
3627,glossy,つややかな、光沢のある,D,4
3628,nasal cavity,鼻腔,D,4
3629,coup,大当たり、大成功、クーデター,D,4
3630,bogus,偽の,D,4
3631,malicious,悪意のある、意地の悪い,D,4
3632,proclamation,宣言、布告,D,4
3633,conspiracy,陰謀,D,4
3634,bronchitis,気管支炎,D,4
3635,remnant,残された物、遺物、面影,D,4
3636,antiquated,時代遅れの、古風な,D,4
3637,trapper,猟師、わなを仕掛ける人,D,4
3638,rebuke,非難する、なじる,D,4
3639,inscrutable,不可思議な、計り知れない、謎めいた,D,4
3640,sprawl,（都市などが無計画に）広がる、手足を伸ばして寝る,D,4
3641,beneficiary,恩恵（利益）を受ける人、（年金などの）受取人,D,4
3642,irrational number,無理数,D,4
3643,gauche,不器用な、ぎこちない、気の利かない,D,4
3644,misconstrue,誤って解釈する、誤解する,D,4
3645,antagonistic,敵対する,D,4
3646,pierce,突き通す、穴を開ける,D,4
3647,homage,敬意、服従,D,4
3648,conformity,一致、調和,D,4
3649,frivolity,浅はか、軽薄,D,4
3650,exodus,大移動、大量出国,D,4
3651,reciprocal,相互の、互恵的な、お返しの,D,4
3652,conditioned reflex,条件反射,D,4
3653,dissonance,不調和な点、不一致,D,4
3654,abusive,罵倒の、口汚い、乱用の,D,4
3655,interminable,長たらしい、果てしない,D,4
3656,decelerate,（速度を）落とす、遅くする、（速度が）落ちる,D,4
3657,stigma,汚名,D,4
3658,protocol,外交儀礼、条約案,D,4
3659,sinewy,筋骨たくましい、筋っぽい,D,4
3660,ideology,イデオロギー、政治的主張,D,4
3661,miserly,欲深い、けちな,D,4
3662,gentility,しつけの良さ、上品さ、洗練、家柄の良さ,D,4
3663,brusque,にべもない、ぶっきらぼうの、無愛想な,D,4
3664,graphic,生々しい、生き生きとした、図表を用いた、グラフィックの,D,4
3665,engross,（通例受身形で）没頭する、夢中にさせる,D,4
3666,gestation period,妊娠期間,D,4
3667,fodder,（干し草・わらなどの）家畜の飼料、かいば、まぐさ、飼料を与える,D,4
3668,adulation,お世辞、追従、賛美,D,4
3669,degradation,格下げ、降格、（品位などの）下落、堕落,D,4
3670,provisional,仮の、臨時の、暫定的な,D,4
3671,anecdote,逸話、秘話,D,4
3672,amphitheater,（古代ローマなどの）円形劇場、円形盆地,D,4
3673,interstellar,恒星間の、星と星の間の,D,4
3674,gray matter,（脳の）灰白質,D,4
3675,stoic,禁欲的な、冷静な,D,4
3676,audacious,勇敢な、大胆不敵な、無礼な,D,4
3677,sinuous,しなやかな、曲がりくねった,D,4
3678,lull,収まる、和らぐ、（子どもを）寝かしつける,D,4
3679,rancor,怨恨、強い憎しみ,D,4
3680,ferocity,どう猛さ,D,4
3681,capsize,転覆する［させる］,D,4
3682,extraneous,無関係な、外部からの,D,4
3683,blur,（光景などを）ぼんやりさせる、ぼんやり見える物、汚れ,D,4
3684,irate,怒った,D,4
3685,bellicose,好戦的な、けんか早い,D,4
3686,controvert,反論する、論争する,D,4
3687,contraction,収縮,D,4
3688,watershed,川の流域、分水嶺,D,4
3689,interferon,インターフェロン,D,4
3690,outstrip,上回る、凌駕する,D,4
3691,painstaking,労を惜しまない、丹念な,D,4
3692,contentious,議論を起こす、論争好きな,D,4
3693,gratuity,心づけ、チップ、（除隊時の）報奨金,D,4
3694,exasperate,いら立たせる、怒らせる,D,4
3695,mar,損なう、傷つける,D,4
3696,jettison,（積み荷などを）投げ捨てる,D,4
3697,icicle,つらら、冷たい人,D,4
3698,esoteric,難解な、内密の、深遠な,D,4
3699,belittle,小さく見せる、軽視する、けなす,D,4
3700,clairvoyance,千里眼、透視力,D,4
3701,cynical,皮肉な、冷笑的な,D,4
3702,connoisseur,（美術品・ワインなどの）鑑定家、目利き,D,4
3703,ballast,（船を安定させるために積む）底荷、（気球の）砂袋、（鉄道・道路に敷く）バラス、砂利,D,4
3704,oviparity,卵生,D,4
3705,decry,非難する、けなす,D,4
3706,polarize,二分する、分極化する、分裂させる,D,4
3707,flagrant,目にあまる、名うての,D,4
3708,precursor,先駆者、前兆,D,4
3709,impeccable,完璧な、非の打ちどころがない,D,4
3710,noxious,有害な、健康に悪い,D,4
3711,annihilate,全滅させる、負かす、（法律などを）無効にする,D,4
3712,acquit,無罪を言い渡す、（義務から）解放する,D,4
3713,glutton,大食漢、熱心な人,D,4
3714,pathos,哀感、哀調,D,4
3715,distend,膨張させる,D,4
3716,cerebral,理知的な、（大）脳の、頭脳的な,D,4
3717,granulated,粒状の、ざらざらした,D,4
3718,adroit,巧妙な、機敏な、器用な,D,4
3719,voracious,貪欲な,D,4
3720,longevity,長寿、寿命,D,4
3721,irresolute,優柔不断な、決断力のない,D,4
3722,enumerate,列挙する、数え上げる,D,4
3723,binary star,2連星,D,4
3724,iterate,繰り返す,D,4
3725,pedagogic,教育学的な、学者ぶった,D,4
3726,sheer,全くの、純然たる、完全な、薄地の,D,4
3727,extricate,解放する、救い出す,D,4
3728,encroachment,侵入、侵害、浸食,D,4
3729,bedraggled,汚れた、ぬれた,D,4
3730,acidulous,辛らつな、少し酸味のある,D,4
3731,drone,雄バチ、怠け者、低音,D,4
3732,implausible,信じ難い、本当とは思えない,D,4
3733,perennial plant,多年生植物（草本）,D,4
3734,dissertation,学位［博士］論文,D,4
3735,dexterous,器用な、熟練した,D,4
3736,proxy,代理（人）、委任（状）,D,4
3737,insectivore,食虫動（植）物,D,4
3738,numerator,（分数の）分子,D,4
3739,rife,はびこって、広まって、満ちて,D,4
3740,cardboard,ボール紙、厚紙,D,4
3741,deduct,差し引く、控除する,D,4
3742,abase,へりくだる、地位を下げる,D,4
3743,neurosis,神経症、ノイローゼ,D,4
3744,amalgamate,合併する、合同する,D,4
3745,piling,（通例 〜s）（集合的に）杭、杭打ち工事,D,4
3746,resin,樹脂、松ヤニ,D,4
3747,moratorium,（政府などによる弁済に関する）一時停止、支払猶予,D,4
3748,tenet,教義、主義,D,4
3749,delude,だます、欺く,D,4
3750,swine,ブタ、不快なもの,D,4
3751,euphoria,幸福感、無上の喜び,D,4
3752,chisel,（像などを）彫る、不正をする、のみ,D,4
3753,rescind,（法律や契約などを）無効にする、取り消す,D,4
3754,persecute,（通例受身形で）迫害する、（しつこく）せがむ,D,4
3755,secede,（政党などから）脱退する,D,4
3756,pragmatist,実用主義者,D,4
3757,nadir,どん底、天底,D,4
3758,acclimate,慣れる、慣らす、適応する,D,4
3759,untangle,解決する、ほどく,D,4
3760,superfluous,余分な、過分の、不必要な,D,4
3761,daunt,威圧する、（気力を）くじく、ひるむ,D,4
3762,sidereal,恒星の、星の、星座の,D,4
3763,bicker,口論する,D,4
3764,homestead,自営農場、家屋敷,D,4
3765,torrent,急流、（〜s）土砂降り,D,4
3766,vilify,けなす、中傷する,D,4
3767,extemporaneous,（演説・演技などが）即興の、即席の,D,4
3768,malnutrition,栄養失調,D,4
3769,adjunct,付属物、助手、補助員、（文法の）修飾語句、付属の、補助の,D,4
3770,generic,一般的な、後発の、総称的な,D,4
3771,wrangle,口論する、激しい口論、論争,D,4
3772,income distribution,所得配分,D,4
3773,ration,支給、配給、配給する,D,4
3774,culpable,とがめられるべき,D,4
3775,stagger,よろめく、よろめかせる、ためらう,D,4
3776,conjecture,推測、憶測、推測する,D,4
3777,calligraphy,書道、上手に字を書くこと,D,4
3778,excrete,排泄する,D,4
3779,bombastic,大げさな、大言壮語の,D,4
3780,ibis,（鳥の）トキ,D,4
3781,clockwise,時計回りの（に）,D,4
3782,inter,（通例受身形で）埋葬する、埋める,D,4
3783,tact,機転、如才なさ,D,4
3784,amenity,快適さ、心地よさ、（複数形で）娯楽設備、礼儀,D,4
3785,exorcise,追い払う、はらい清める,D,4
3786,rumination,（ウシなどの）反芻、沈思黙考,D,4
3787,circumlocution,回りくどい話し方、婉曲的な表現,D,4
3788,subside,（風などが）和らぐ、（土地などが）低下する,D,4
3789,citrus fruit,（グレープフルーツなどの）柑橘類,D,4
3790,antibody,（通例 -bodies）（病原菌に対する）抗体,D,4
3791,amass,集める、積む、蓄える,D,4
3792,porcelain,磁器,D,4
3793,narcotic,（しばしば 〜s）麻酔薬、麻薬、麻酔の、催眠性の,D,4
3794,hail,ひょう、あられ、歓迎する、大声で呼びかける,D,4
3795,centrist,中道主義者、中道派議員,D,4
3796,hemorrhage,（多量）出血,D,4
3797,sprain,捻挫、くじく、捻挫する,D,4
3798,caucus,（米国大統領候補者などを決定する）党員集会、（政党の）幹部会,D,4
3799,dehydration,脱水（症状）,D,4
3800,ostentation,見せびらかすこと、誇示,D,4
